layer,layerName,stage,sparsity,eval_loss,eval_top1,eval_top5
0,conv1,0,0.0,0.9510 (0.9626),76.1719 (76.0120),93.3594 (92.9340)
layer,layerName,stage,sparsity,eval_loss,eval_top1,eval_top5
0,conv1,0,0.0,0.9865 (0.9626),75.0000 (76.0120),92.5781 (92.9340)
0,conv1,1,0.09999999999999999,0.9500 (0.9626),75.7812 (76.0020),93.3594 (92.9740)
0,conv1,1,0.09999999999999999,0.9848 (0.9626),75.0000 (76.0020),92.9688 (92.9740)
0,conv1,2,0.19999999999999998,0.9471 (0.9630),75.7812 (76.0700),93.3594 (92.9200)
0,conv1,2,0.19999999999999998,0.9808 (0.9630),75.0000 (76.0700),92.5781 (92.9200)
0,conv1,3,0.3,0.9647 (0.9678),75.7812 (75.9080),93.3594 (92.8540)
0,conv1,3,0.3,0.9778 (0.9678),74.6094 (75.9080),92.9688 (92.8540)
0,conv1,4,0.39999999999999997,1.0382 (0.9993),74.6094 (75.3120),92.8571 (92.4400)
0,conv1,4,0.39999999999999997,0.9988 (0.9993),75.3906 (75.3120),92.9688 (92.4400)
0,conv1,5,0.5,1.1358 (1.1044),72.2656 (72.7900),90.6250 (91.0840)
0,conv1,5,0.5,1.0945 (1.1044),72.2656 (72.7900),91.0156 (91.0840)
0,conv1,6,0.6,1.1304 (1.1562),70.7031 (71.7340),90.6250 (90.5440)
0,conv1,6,0.6,1.2008 (1.1562),71.4844 (71.7340),90.2344 (90.5440)
0,conv1,7,0.7000000000000001,1.5691 (1.6060),62.8906 (62.9520),84.7656 (84.5000)
0,conv1,7,0.7000000000000001,1.6033 (1.6060),63.2812 (62.9520),83.9844 (84.5000)
0,conv1,8,0.7999999999999999,2.4070 (2.4438),47.6562 (47.9360),71.8750 (72.2960)
0,conv1,8,0.7999999999999999,2.4659 (2.4438),48.0469 (47.9360),72.6562 (72.2960)
0,conv1,9,0.9,5.9283 (5.9334),12.1094 (12.8480),27.7344 (28.3940)
0,conv1,9,0.9,5.9662 (5.9334),12.1094 (12.8480),27.7344 (28.3940)
1,layer1.0.conv1,1,0.09999999999999999,0.9864 (0.9626),75.0000 (76.0140),92.5781 (92.9340)
1,layer1.0.conv1,1,0.09999999999999999,0.9510 (0.9626),76.1719 (76.0140),93.3594 (92.9340)
1,layer1.0.conv1,2,0.19999999999999998,0.9858 (0.9630),75.0000 (76.0100),92.5781 (92.9260)
1,layer1.0.conv1,2,0.19999999999999998,0.9520 (0.9630),76.1719 (76.0100),93.3594 (92.9260)
1,layer1.0.conv1,3,0.3,0.9588 (0.9642),75.3906 (75.9940),93.3594 (92.9280)
1,layer1.0.conv1,3,0.3,0.9896 (0.9642),74.6094 (75.9940),92.9688 (92.9280)
1,layer1.0.conv1,4,0.39999999999999997,0.9950 (0.9702),75.0000 (75.8720),92.5781 (92.7860)
1,layer1.0.conv1,4,0.39999999999999997,0.9665 (0.9702),75.7812 (75.8720),93.3594 (92.7860)
1,layer1.0.conv1,5,0.5,1.0142 (26424791766915.5938),75.0000 (75.7340),92.5781 (92.7840)
1,layer1.0.conv1,5,0.5,0.9708 (26424791766915.5938),75.7812 (75.7340),92.9688 (92.7840)
1,layer1.0.conv1,6,0.6,1.0524 (1.0331),73.4375 (74.4020),91.4062 (92.2140)
1,layer1.0.conv1,6,0.6,1.0236 (1.0331),74.6094 (74.4020),92.5781 (92.2140)
1,layer1.0.conv1,7,0.7000000000000001,1.1924 (1.1668),71.4844 (71.6780),89.4531 (90.5780)
1,layer1.0.conv1,7,0.7000000000000001,1.1468 (1.1668),72.2656 (71.6780),90.6250 (90.5780)
1,layer1.0.conv1,8,0.7999999999999999,1.5493 (26515251776450.8164),65.2344 (65.0320),87.1094 (86.6960)
1,layer1.0.conv1,8,0.7999999999999999,1.5333 (26515251776450.8164),65.2344 (65.0320),85.5469 (86.6960)
1,layer1.0.conv1,9,0.9,1.9015 (1.8711),57.4219 (58.3380),80.8594 (81.8840)
1,layer1.0.conv1,9,0.9,1.8930 (1.8711),57.8125 (58.3380),82.4219 (81.8840)
2,layer1.0.conv2,1,0.09999999999999999,0.9510 (0.9626),76.1719 (76.0120),93.3594 (92.9340)
2,layer1.0.conv2,1,0.09999999999999999,0.9865 (0.9626),75.0000 (76.0120),92.5781 (92.9340)
2,layer1.0.conv2,2,0.19999999999999998,0.9863 (0.9626),75.0000 (76.0080),92.5781 (92.9380)
2,layer1.0.conv2,2,0.19999999999999998,0.9506 (0.9626),76.1719 (76.0080),93.3594 (92.9380)
2,layer1.0.conv2,3,0.3,0.9516 (0.9627),75.7812 (76.0120),93.3594 (92.9300)
2,layer1.0.conv2,3,0.3,0.9867 (0.9627),75.0000 (76.0120),92.5781 (92.9300)
2,layer1.0.conv2,4,0.39999999999999997,0.9871 (0.9628),75.0000 (76.0060),92.9688 (92.9140)
2,layer1.0.conv2,4,0.39999999999999997,0.9484 (0.9628),76.1719 (76.0060),92.9688 (92.9140)
2,layer1.0.conv2,5,0.5,0.9462 (0.9633),76.1719 (76.0000),93.3594 (92.9420)
2,layer1.0.conv2,5,0.5,0.9911 (0.9633),74.6094 (76.0000),92.5781 (92.9420)
2,layer1.0.conv2,6,0.6,0.9476 (0.9637),76.1719 (76.0340),93.3594 (92.9200)
2,layer1.0.conv2,6,0.6,0.9932 (0.9637),74.6094 (76.0340),92.5781 (92.9200)
2,layer1.0.conv2,7,0.7000000000000001,0.9995 (0.9677),74.6094 (75.9140),92.8571 (92.8500)
2,layer1.0.conv2,7,0.7000000000000001,0.9527 (0.9677),75.7812 (75.9140),93.3594 (92.8500)
2,layer1.0.conv2,8,0.7999999999999999,0.9745 (0.9845),75.3906 (75.4460),92.9688 (92.6100)
2,layer1.0.conv2,8,0.7999999999999999,1.0049 (0.9845),73.8281 (75.4460),92.1875 (92.6100)
2,layer1.0.conv2,9,0.9,1.0474 (1.0790),73.4375 (73.2300),91.4062 (91.3900)
2,layer1.0.conv2,9,0.9,1.1206 (1.0790),72.6562 (73.2300),90.2344 (91.3900)
3,layer1.0.conv3,1,0.09999999999999999,0.9510 (0.9626),76.1719 (76.0120),93.3594 (92.9340)
3,layer1.0.conv3,1,0.09999999999999999,0.9865 (0.9626),75.0000 (76.0120),92.5781 (92.9340)
3,layer1.0.conv3,2,0.19999999999999998,0.9865 (0.9626),75.0000 (76.0100),92.5781 (92.9420)
3,layer1.0.conv3,2,0.19999999999999998,0.9509 (0.9626),76.1719 (76.0100),93.3594 (92.9420)
3,layer1.0.conv3,3,0.3,0.9514 (0.9625),76.1719 (76.0020),93.3594 (92.9480)
3,layer1.0.conv3,3,0.3,0.9854 (0.9625),74.6094 (76.0020),92.5781 (92.9480)
3,layer1.0.conv3,4,0.39999999999999997,0.9550 (0.9628),76.1719 (75.9900),93.3594 (92.9760)
3,layer1.0.conv3,4,0.39999999999999997,0.9841 (0.9628),74.6094 (75.9900),92.9688 (92.9760)
3,layer1.0.conv3,5,0.5,0.9549 (0.9635),75.7812 (75.9680),93.3594 (92.9220)
3,layer1.0.conv3,5,0.5,0.9800 (0.9635),74.6094 (75.9680),92.9688 (92.9220)
3,layer1.0.conv3,6,0.6,0.9781 (0.9643),74.6094 (75.9500),92.5781 (92.9100)
3,layer1.0.conv3,6,0.6,0.9528 (0.9643),75.7812 (75.9500),93.3594 (92.9100)
3,layer1.0.conv3,7,0.7000000000000001,0.9501 (0.9680),75.3906 (75.9180),93.3594 (92.8020)
3,layer1.0.conv3,7,0.7000000000000001,0.9811 (0.9680),74.6094 (75.9180),92.1875 (92.8020)
3,layer1.0.conv3,8,0.7999999999999999,0.9849 (0.9885),74.6094 (75.3040),91.7969 (92.5360)
3,layer1.0.conv3,8,0.7999999999999999,0.9805 (0.9885),75.0000 (75.3040),92.5781 (92.5360)
3,layer1.0.conv3,9,0.9,1.0594 (1.0332),72.6562 (74.3460),91.4062 (91.9920)
3,layer1.0.conv3,9,0.9,0.9966 (1.0332),74.2188 (74.3460),92.1875 (91.9920)
4,layer1.0.downsample.0,1,0.09999999999999999,0.9865 (0.9626),75.0000 (76.0120),92.5781 (92.9340)
4,layer1.0.downsample.0,1,0.09999999999999999,0.9510 (0.9626),76.1719 (76.0120),93.3594 (92.9340)
4,layer1.0.downsample.0,2,0.19999999999999998,0.9510 (0.9626),76.1719 (76.0100),92.9688 (92.9320)
4,layer1.0.downsample.0,2,0.19999999999999998,0.9865 (0.9626),74.6094 (76.0100),92.5781 (92.9320)
4,layer1.0.downsample.0,3,0.3,0.9498 (0.9628),75.7812 (76.0260),93.3594 (92.9560)
4,layer1.0.downsample.0,3,0.3,0.9876 (0.9628),75.0000 (76.0260),92.5781 (92.9560)
4,layer1.0.downsample.0,4,0.39999999999999997,0.9514 (0.9633),76.1719 (76.0700),93.3594 (92.9780)
4,layer1.0.downsample.0,4,0.39999999999999997,0.9909 (0.9633),75.0000 (76.0700),92.5781 (92.9780)
4,layer1.0.downsample.0,5,0.5,0.9928 (0.9670),74.6094 (75.8800),92.5781 (92.9500)
4,layer1.0.downsample.0,5,0.5,0.9614 (0.9670),75.7812 (75.8800),93.3594 (92.9500)
4,layer1.0.downsample.0,6,0.6,0.9813 (0.9849),75.0000 (75.3280),92.5781 (92.7180)
4,layer1.0.downsample.0,6,0.6,1.0051 (0.9849),74.2188 (75.3280),92.1875 (92.7180)
4,layer1.0.downsample.0,7,0.7000000000000001,1.0450 (1.0374),74.6094 (74.2280),92.1875 (92.0720)
4,layer1.0.downsample.0,7,0.7000000000000001,1.0531 (1.0374),74.2188 (74.2280),91.7969 (92.0720)
4,layer1.0.downsample.0,8,0.7999999999999999,1.3090 (1.2925),68.4524 (68.8760),88.2812 (88.9100)
4,layer1.0.downsample.0,8,0.7999999999999999,1.2821 (1.2925),68.3594 (68.8760),89.0625 (88.9100)
4,layer1.0.downsample.0,9,0.9,4.9340 (4.9048),22.6190 (22.4100),41.7969 (41.7020)
4,layer1.0.downsample.0,9,0.9,4.8755 (4.9048),21.8750 (22.4100),40.6250 (41.7020)
5,layer1.1.conv1,1,0.09999999999999999,0.9865 (0.9626),75.0000 (76.0120),92.5781 (92.9340)
5,layer1.1.conv1,1,0.09999999999999999,0.9510 (0.9626),76.1719 (76.0120),93.3594 (92.9340)
5,layer1.1.conv1,2,0.19999999999999998,0.9510 (0.9627),76.1719 (76.0160),93.3594 (92.9320)
5,layer1.1.conv1,2,0.19999999999999998,0.9866 (0.9627),75.0000 (76.0160),92.5781 (92.9320)
5,layer1.1.conv1,3,0.3,0.9878 (0.9626),75.0000 (75.9960),92.5781 (92.9180)
5,layer1.1.conv1,3,0.3,0.9505 (0.9626),76.1719 (75.9960),92.9688 (92.9180)
5,layer1.1.conv1,4,0.39999999999999997,0.9495 (27533799983731.9141),76.1719 (76.0220),93.3594 (92.9640)
5,layer1.1.conv1,4,0.39999999999999997,0.9876 (27533799983731.9141),74.6094 (76.0220),92.9688 (92.9640)
5,layer1.1.conv1,5,0.5,0.9905 (0.9627),75.0000 (76.0440),92.9688 (92.9440)
5,layer1.1.conv1,5,0.5,0.9537 (0.9627),75.7812 (76.0440),93.3594 (92.9440)
5,layer1.1.conv1,6,0.6,0.9939 (26990892013109.2148),75.0000 (76.0140),92.5781 (92.9100)
5,layer1.1.conv1,6,0.6,0.9585 (26990892013109.2148),75.7812 (76.0140),93.3594 (92.9100)
5,layer1.1.conv1,7,0.7000000000000001,0.9852 (0.9649),74.2188 (75.9340),92.9688 (92.8700)
5,layer1.1.conv1,7,0.7000000000000001,0.9631 (0.9649),75.7812 (75.9340),92.9688 (92.8700)
5,layer1.1.conv1,8,0.7999999999999999,0.9926 (0.9786),75.3906 (75.5880),92.5781 (92.6680)
5,layer1.1.conv1,8,0.7999999999999999,0.9658 (0.9786),75.7812 (75.5880),92.9688 (92.6680)
5,layer1.1.conv1,9,0.9,1.0119 (1.0242),75.0000 (74.4780),92.5781 (92.1220)
5,layer1.1.conv1,9,0.9,1.0540 (1.0242),73.8281 (74.4780),92.1875 (92.1220)
6,layer1.1.conv2,1,0.09999999999999999,0.9509 (0.9626),76.1719 (76.0180),93.3594 (92.9380)
6,layer1.1.conv2,1,0.09999999999999999,0.9863 (0.9626),75.0000 (76.0180),92.5781 (92.9380)
6,layer1.1.conv2,2,0.19999999999999998,0.9502 (0.9626),76.1719 (76.0200),93.3594 (92.9200)
6,layer1.1.conv2,2,0.19999999999999998,0.9867 (0.9626),75.0000 (76.0200),92.5781 (92.9200)
6,layer1.1.conv2,3,0.3,0.9501 (0.9629),75.7812 (76.0100),93.3594 (92.9400)
6,layer1.1.conv2,3,0.3,0.9830 (0.9629),74.6094 (76.0100),92.5781 (92.9400)
6,layer1.1.conv2,4,0.39999999999999997,0.9530 (0.9629),76.1719 (76.0280),93.3594 (92.9060)
6,layer1.1.conv2,4,0.39999999999999997,0.9797 (0.9629),74.6094 (76.0280),92.5781 (92.9060)
6,layer1.1.conv2,5,0.5,0.9531 (0.9635),75.7812 (75.9860),93.3594 (92.8940)
6,layer1.1.conv2,5,0.5,0.9804 (0.9635),74.6094 (75.9860),92.5781 (92.8940)
6,layer1.1.conv2,6,0.6,0.9503 (0.9640),75.7812 (76.0140),93.3594 (92.8960)
6,layer1.1.conv2,6,0.6,0.9835 (0.9640),75.0000 (76.0140),92.5781 (92.8960)
6,layer1.1.conv2,7,0.7000000000000001,0.9491 (0.9665),75.7812 (75.9500),93.3594 (92.8240)
6,layer1.1.conv2,7,0.7000000000000001,0.9856 (0.9665),74.2188 (75.9500),92.5781 (92.8240)
6,layer1.1.conv2,8,0.7999999999999999,1.0047 (0.9707),74.6094 (75.8460),92.5781 (92.8400)
6,layer1.1.conv2,8,0.7999999999999999,0.9577 (0.9707),75.3906 (75.8460),93.3594 (92.8400)
6,layer1.1.conv2,9,0.9,0.9798 (0.9926),75.3906 (75.3440),92.5781 (92.5360)
6,layer1.1.conv2,9,0.9,1.0268 (0.9926),74.6094 (75.3440),91.7969 (92.5360)
7,layer1.1.conv3,1,0.09999999999999999,0.9511 (0.9626),76.1719 (76.0100),93.3594 (92.9380)
7,layer1.1.conv3,1,0.09999999999999999,0.9864 (0.9626),75.0000 (76.0100),92.5781 (92.9380)
7,layer1.1.conv3,2,0.19999999999999998,0.9512 (0.9627),76.1719 (76.0240),93.3594 (92.9460)
7,layer1.1.conv3,2,0.19999999999999998,0.9860 (0.9627),75.0000 (76.0240),92.5781 (92.9460)
7,layer1.1.conv3,3,0.3,0.9509 (0.9626),76.1719 (76.0020),93.3594 (92.9420)
7,layer1.1.conv3,3,0.3,0.9863 (0.9626),75.0000 (76.0020),92.5781 (92.9420)
7,layer1.1.conv3,4,0.39999999999999997,0.9523 (0.9625),76.1719 (76.0280),93.3594 (92.9680)
7,layer1.1.conv3,4,0.39999999999999997,0.9862 (0.9625),74.6094 (76.0280),92.5781 (92.9680)
7,layer1.1.conv3,5,0.5,0.9887 (0.9629),74.6094 (76.0140),92.5781 (92.9640)
7,layer1.1.conv3,5,0.5,0.9522 (0.9629),76.1719 (76.0140),93.3594 (92.9640)
7,layer1.1.conv3,6,0.6,0.9874 (0.9632),74.6094 (76.0000),92.5781 (92.9500)
7,layer1.1.conv3,6,0.6,0.9529 (0.9632),76.1719 (76.0000),93.3594 (92.9500)
7,layer1.1.conv3,7,0.7000000000000001,0.9583 (25499275619099.0938),75.3906 (75.9480),93.3594 (92.8880)
7,layer1.1.conv3,7,0.7000000000000001,0.9939 (25499275619099.0938),75.0000 (75.9480),92.9688 (92.8880)
7,layer1.1.conv3,8,0.7999999999999999,0.9567 (0.9693),75.3906 (75.9120),93.3594 (92.8420)
7,layer1.1.conv3,8,0.7999999999999999,0.9962 (0.9693),74.6094 (75.9120),92.5781 (92.8420)
7,layer1.1.conv3,9,0.9,1.0082 (0.9803),75.0000 (75.5720),92.1875 (92.6480)
7,layer1.1.conv3,9,0.9,0.9727 (0.9803),75.7812 (75.5720),92.9688 (92.6480)
8,layer1.2.conv1,1,0.09999999999999999,0.9865 (0.9626),75.0000 (76.0200),92.5781 (92.9360)
8,layer1.2.conv1,1,0.09999999999999999,0.9508 (0.9626),76.1719 (76.0200),93.3594 (92.9360)
8,layer1.2.conv1,2,0.19999999999999998,0.9510 (0.9626),76.1719 (76.0260),93.3594 (92.9300)
8,layer1.2.conv1,2,0.19999999999999998,0.9858 (0.9626),75.0000 (76.0260),92.5781 (92.9300)
8,layer1.2.conv1,3,0.3,0.9509 (0.9628),75.7812 (76.0220),93.3594 (92.9180)
8,layer1.2.conv1,3,0.3,0.9845 (0.9628),75.0000 (76.0220),92.9688 (92.9180)
8,layer1.2.conv1,4,0.39999999999999997,0.9515 (0.9633),76.1719 (76.0080),92.9688 (92.9300)
8,layer1.2.conv1,4,0.39999999999999997,0.9842 (0.9633),74.2188 (76.0080),92.5781 (92.9300)
8,layer1.2.conv1,5,0.5,0.9817 (0.9641),74.6094 (75.9700),92.5781 (92.9420)
8,layer1.2.conv1,5,0.5,0.9555 (0.9641),76.1719 (75.9700),93.3594 (92.9420)
8,layer1.2.conv1,6,0.6,0.9553 (0.9657),76.1719 (75.9260),92.9688 (92.8280)
8,layer1.2.conv1,6,0.6,0.9807 (0.9657),74.4048 (75.9260),92.5781 (92.8280)
8,layer1.2.conv1,7,0.7000000000000001,0.9810 (0.9717),73.8281 (75.7000),92.1875 (92.7820)
8,layer1.2.conv1,7,0.7000000000000001,0.9608 (0.9717),75.7812 (75.7000),92.9688 (92.7820)
8,layer1.2.conv1,8,0.7999999999999999,1.0104 (1.0027),74.2188 (75.0500),91.0714 (92.4200)
8,layer1.2.conv1,8,0.7999999999999999,0.9887 (1.0027),74.2188 (75.0500),92.9688 (92.4200)
8,layer1.2.conv1,9,0.9,1.1571 (1.1486),71.0938 (71.7340),91.0156 (90.4920)
8,layer1.2.conv1,9,0.9,1.1857 (1.1486),70.7031 (71.7340),89.4531 (90.4920)
9,layer1.2.conv2,1,0.09999999999999999,0.9511 (0.9627),76.1719 (76.0020),93.3594 (92.9380)
9,layer1.2.conv2,1,0.09999999999999999,0.9873 (0.9627),75.0000 (76.0020),92.5781 (92.9380)
9,layer1.2.conv2,2,0.19999999999999998,0.9529 (0.9626),75.7812 (76.0000),93.3594 (92.9360)
9,layer1.2.conv2,2,0.19999999999999998,0.9872 (0.9626),74.6094 (76.0000),92.5781 (92.9360)
9,layer1.2.conv2,3,0.3,0.9874 (26733626759043.5859),74.6094 (76.0000),92.9688 (92.9380)
9,layer1.2.conv2,3,0.3,0.9497 (26733626759043.5859),75.7812 (76.0000),93.3594 (92.9380)
9,layer1.2.conv2,4,0.39999999999999997,0.9502 (0.9631),76.1719 (76.0460),93.3594 (92.9400)
9,layer1.2.conv2,4,0.39999999999999997,0.9918 (0.9631),75.0000 (76.0460),92.9688 (92.9400)
9,layer1.2.conv2,5,0.5,0.9591 (0.9636),75.3906 (76.0280),93.3594 (92.9220)
9,layer1.2.conv2,5,0.5,0.9893 (0.9636),75.0000 (76.0280),92.9688 (92.9220)
9,layer1.2.conv2,6,0.6,0.9945 (0.9666),74.4048 (75.9380),92.5781 (92.8580)
9,layer1.2.conv2,6,0.6,0.9599 (0.9666),75.3906 (75.9380),92.9688 (92.8580)
9,layer1.2.conv2,7,0.7000000000000001,0.9607 (0.9726),76.1719 (75.7620),92.9688 (92.7520)
9,layer1.2.conv2,7,0.7000000000000001,1.0120 (0.9726),75.0000 (75.7620),92.1875 (92.7520)
9,layer1.2.conv2,8,0.7999999999999999,0.9710 (0.9926),75.3906 (75.2600),92.9688 (92.4660)
9,layer1.2.conv2,8,0.7999999999999999,1.0405 (0.9926),73.8095 (75.2600),91.6667 (92.4660)
9,layer1.2.conv2,9,0.9,1.0567 (1.0301),72.6562 (74.4380),91.0156 (92.0280)
9,layer1.2.conv2,9,0.9,1.0253 (1.0301),74.2188 (74.4380),92.5781 (92.0280)
10,layer1.2.conv3,1,0.09999999999999999,0.9510 (0.9626),76.1719 (76.0120),93.3594 (92.9380)
10,layer1.2.conv3,1,0.09999999999999999,0.9864 (0.9626),75.0000 (76.0120),92.5781 (92.9380)
10,layer1.2.conv3,2,0.19999999999999998,0.9514 (0.9626),76.1719 (76.0140),93.3594 (92.9360)
10,layer1.2.conv3,2,0.19999999999999998,0.9861 (0.9626),75.0000 (76.0140),92.5781 (92.9360)
10,layer1.2.conv3,3,0.3,0.9508 (0.9626),76.1719 (76.0100),93.3594 (92.9440)
10,layer1.2.conv3,3,0.3,0.9857 (0.9626),75.0000 (76.0100),92.5781 (92.9440)
10,layer1.2.conv3,4,0.39999999999999997,0.9862 (0.9626),75.0000 (76.0200),92.5781 (92.9580)
10,layer1.2.conv3,4,0.39999999999999997,0.9510 (0.9626),76.1719 (76.0200),93.3594 (92.9580)
10,layer1.2.conv3,5,0.5,0.9853 (0.9626),75.0000 (76.0160),92.5781 (92.9280)
10,layer1.2.conv3,5,0.5,0.9504 (0.9626),76.1719 (76.0160),92.9688 (92.9280)
10,layer1.2.conv3,6,0.6,0.9887 (0.9629),75.0000 (75.9920),92.5781 (92.9240)
10,layer1.2.conv3,6,0.6,0.9491 (0.9629),76.1719 (75.9920),93.3594 (92.9240)
10,layer1.2.conv3,7,0.7000000000000001,0.9916 (0.9635),75.0000 (75.9640),92.9688 (92.9140)
10,layer1.2.conv3,7,0.7000000000000001,0.9560 (0.9635),75.7812 (75.9640),93.3594 (92.9140)
10,layer1.2.conv3,8,0.7999999999999999,0.9626 (0.9670),75.7812 (75.9220),92.9688 (92.8600)
10,layer1.2.conv3,8,0.7999999999999999,0.9976 (0.9670),75.0000 (75.9220),92.9688 (92.8600)
10,layer1.2.conv3,9,0.9,1.0195 (0.9908),74.6094 (75.4040),92.1875 (92.5620)
10,layer1.2.conv3,9,0.9,0.9879 (0.9908),75.0000 (75.4040),92.5781 (92.5620)
11,layer2.0.conv1,1,0.09999999999999999,0.9875 (0.9627),75.0000 (76.0340),92.5781 (92.9380)
11,layer2.0.conv1,1,0.09999999999999999,0.9514 (0.9627),76.1719 (76.0340),93.3594 (92.9380)
11,layer2.0.conv1,2,0.19999999999999998,0.9926 (0.9630),75.0000 (76.0300),92.5781 (92.9300)
11,layer2.0.conv1,2,0.19999999999999998,0.9520 (0.9630),76.1719 (76.0300),93.3594 (92.9300)
11,layer2.0.conv1,3,0.3,0.9533 (0.9644),75.7812 (75.9640),93.3594 (92.9200)
11,layer2.0.conv1,3,0.3,0.9976 (0.9644),74.6094 (75.9640),92.5781 (92.9200)
11,layer2.0.conv1,4,0.39999999999999997,0.9973 (0.9669),74.2188 (75.9180),92.5781 (92.8660)
11,layer2.0.conv1,4,0.39999999999999997,0.9560 (0.9669),76.1719 (75.9180),93.3594 (92.8660)
11,layer2.0.conv1,5,0.5,1.0070 (0.9713),74.6094 (75.8580),92.5781 (92.8520)
11,layer2.0.conv1,5,0.5,0.9592 (0.9713),76.1719 (75.8580),92.9688 (92.8520)
11,layer2.0.conv1,6,0.6,1.0070 (0.9812),74.2188 (75.6340),92.5781 (92.7120)
11,layer2.0.conv1,6,0.6,0.9670 (0.9812),76.5625 (75.6340),93.3594 (92.7120)
11,layer2.0.conv1,7,0.7000000000000001,1.0259 (1.0008),74.6094 (75.2400),92.1875 (92.4220)
11,layer2.0.conv1,7,0.7000000000000001,0.9905 (1.0008),76.1719 (75.2400),92.9688 (92.4220)
11,layer2.0.conv1,8,0.7999999999999999,1.0996 (1.1153),73.8281 (72.4820),91.4062 (91.0880)
11,layer2.0.conv1,8,0.7999999999999999,1.1523 (1.1153),71.8750 (72.4820),89.8438 (91.0880)
11,layer2.0.conv1,9,0.9,2.3758 (2.3196),50.7812 (51.4440),73.4375 (74.4760)
11,layer2.0.conv1,9,0.9,2.3061 (2.3196),48.8281 (51.4440),73.0469 (74.4760)
12,layer2.0.conv2,1,0.09999999999999999,0.9869 (0.9627),75.0000 (76.0120),92.5781 (92.9380)
12,layer2.0.conv2,1,0.09999999999999999,0.9514 (0.9627),76.1719 (76.0120),93.3594 (92.9380)
12,layer2.0.conv2,2,0.19999999999999998,0.9861 (0.9627),75.0000 (76.0200),92.9688 (92.9340)
12,layer2.0.conv2,2,0.19999999999999998,0.9538 (0.9627),76.1719 (76.0200),93.3594 (92.9340)
12,layer2.0.conv2,3,0.3,0.9564 (0.9632),76.1719 (76.0400),93.3594 (92.9240)
12,layer2.0.conv2,3,0.3,0.9845 (0.9632),74.6094 (76.0400),92.9688 (92.9240)
12,layer2.0.conv2,4,0.39999999999999997,0.9859 (0.9638),75.0000 (75.9820),92.9688 (92.9020)
12,layer2.0.conv2,4,0.39999999999999997,0.9599 (0.9638),76.1719 (75.9820),93.3594 (92.9020)
12,layer2.0.conv2,5,0.5,0.9880 (0.9659),74.6094 (75.9280),92.9688 (92.8980)
12,layer2.0.conv2,5,0.5,0.9552 (0.9659),76.1719 (75.9280),92.9688 (92.8980)
12,layer2.0.conv2,6,0.6,0.9557 (0.9726),75.7812 (75.8240),93.3594 (92.8020)
12,layer2.0.conv2,6,0.6,0.9900 (0.9726),75.0000 (75.8240),92.5781 (92.8020)
12,layer2.0.conv2,7,0.7000000000000001,0.9701 (0.9885),75.3906 (75.4000),92.5781 (92.5800)
12,layer2.0.conv2,7,0.7000000000000001,1.0161 (0.9885),73.8281 (75.4000),92.5781 (92.5800)
12,layer2.0.conv2,8,0.7999999999999999,1.0633 (1.0341),73.4375 (74.4500),92.1875 (92.0780)
12,layer2.0.conv2,8,0.7999999999999999,1.0109 (1.0341),74.6094 (74.4500),92.1875 (92.0780)
12,layer2.0.conv2,9,0.9,1.1786 (1.1682),69.9219 (71.4900),89.8438 (90.3520)
12,layer2.0.conv2,9,0.9,1.1493 (1.1682),71.8750 (71.4900),90.6250 (90.3520)
13,layer2.0.conv3,1,0.09999999999999999,0.9510 (0.9626),76.1719 (76.0120),93.3594 (92.9340)
13,layer2.0.conv3,1,0.09999999999999999,0.9865 (0.9626),75.0000 (76.0120),92.5781 (92.9340)
13,layer2.0.conv3,2,0.19999999999999998,0.9861 (0.9626),75.0000 (76.0040),92.5781 (92.9340)
13,layer2.0.conv3,2,0.19999999999999998,0.9507 (0.9626),76.1719 (76.0040),93.3594 (92.9340)
13,layer2.0.conv3,3,0.3,0.9867 (0.9627),75.0000 (76.0100),92.5781 (92.9180)
13,layer2.0.conv3,3,0.3,0.9497 (0.9627),76.1719 (76.0100),93.3594 (92.9180)
13,layer2.0.conv3,4,0.39999999999999997,0.9871 (0.9627),75.0000 (76.0240),92.5781 (92.9500)
13,layer2.0.conv3,4,0.39999999999999997,0.9507 (0.9627),75.7812 (76.0240),93.3594 (92.9500)
13,layer2.0.conv3,5,0.5,0.9871 (0.9632),75.0000 (76.0280),92.9688 (92.9400)
13,layer2.0.conv3,5,0.5,0.9520 (0.9632),76.5625 (76.0280),93.3594 (92.9400)
13,layer2.0.conv3,6,0.6,0.9513 (0.9642),76.5625 (75.9280),93.3594 (92.9000)
13,layer2.0.conv3,6,0.6,0.9897 (0.9642),75.0000 (75.9280),92.5781 (92.9000)
13,layer2.0.conv3,7,0.7000000000000001,0.9564 (0.9677),75.3906 (75.8900),92.9688 (92.8700)
13,layer2.0.conv3,7,0.7000000000000001,0.9947 (0.9677),75.0000 (75.8900),92.9688 (92.8700)
13,layer2.0.conv3,8,0.7999999999999999,0.9757 (0.9774),76.1719 (75.6840),92.5781 (92.7200)
13,layer2.0.conv3,8,0.7999999999999999,0.9953 (0.9774),74.2188 (75.6840),92.5781 (92.7200)
13,layer2.0.conv3,9,0.9,1.0281 (1.0342),74.6094 (74.3340),91.7969 (91.9760)
13,layer2.0.conv3,9,0.9,1.0479 (1.0342),73.0469 (74.3340),91.7969 (91.9760)
14,layer2.0.downsample.0,1,0.09999999999999999,0.9510 (0.9626),76.1719 (76.0120),93.3594 (92.9340)
